source,summary,model,HHEMv1,HHEM-2.1,HHEM-2.1-English,trueteacher,true_nli,gpt-3.5-turbo,gpt-4-turbo,gpt-4o,HHEM-2.1-Open,minicheck-roberta-large,minicheck-deberta-v3-large,minicheck-flan-t5-large,gpt-4
"floyd mayweather v manny pacquiao will be the biggest fight of all time financially and the most significant this century .
evaluating the greatest ever fights is a complex variable of several factors including not only the quality and excitement of the action but the political , social and cultural undertones , the scale of expectation and outside influences .
where money man v pacman comes to rank among the most important fights in ring history will depend upon what happens that coming night in the mgm grand garden arena .
in this , the sixth in a series of 12 fights that shaped boxing history , i recall when a hard man could take no more ...
sugar ray leonard v roberto duran
the first two of the three fights between the sugar man and hands of stone raised the curtain on what is considered the golden age of boxing in the classic middling weights of boxing , with ray leonard , roberto duran , thomas hearns and marvin hagler engaging each other in some of the ring 's epic battles .
by way of a preview , leonard had defeated the previous -- and equally great -- felix trinidad to win the world welterweight title .
sugar ray leonard celebrates after roberto duran quit in their fight in louisiana in november 1980
leonard decided to use his exceptional speed and movement to beat the panamanian in the second fight
october 30 , 1974 , kinshasa , zaire
march 8 , 1971 , madison square garden , new york
july 4 , 1910 , reno , nevada
june 22 , 1938 , yankee stadium , new york
october 1 , 1975 , quezon city , philippines
in his first defence , sugar ray had been contentiously outpointed by duran in montreal 's olympic stadium .
so confused was the scoring that the result was first announced as a majority decision .
that was changed to unanimous in duran 's favour after one judge was found to have totalled his score incorrectly and his card was altered from a draw to 148-147 .
there was more uproar when that judge was revealed to have marked just three rounds in favour of duran and only two for leonard -- with 10 even .
that was described as ` a monument to indecision ' .
come the inevitable rematch eight months later , in the louisana superdome in new orleans on november 25 , 1980 , controversy was to be replaced by disbelief .
leonard had gambled in the first fight by taking the macho decision to take on the panamanian hard man in a mano-a-mano slug-out .
second time around he wisely chose to use his exceptional ability , especially his speed and movement .
duran became frustrated as leonard danced around him before unleashing his punches
after being caught flush in the face in the eighth round , duran turned his back and said ` no mas '
` the whole fight i was moving .
then voom , i 'd snap his head back with a jab .
voom , i 'd snap it back again .
he 'd try to get me on the ropes .
i 'd pivot , spin off and pow , come under with a punch . '
so it went for more than seven rounds , with duran becoming increasingly frustrated .
in the eighth leonard cranked up the psychological pressure by waving his right arm in circles and then planting a left flush in duran 's face .
there had been a moment earlier when leonard appeared to pat him playfully on the backside .
just before the bell duran turned his back and walked to his corner , waving his arms to indicate he was finished and famously telling the referee : ` no mas . '
leonard celebrates after his opponent quit , and said it was more of an achievement than knocking duran out
the result stunned the watching world , and it took three years for duran to rebuild his reputation
the watching world was stunned .
here was one of the most heroic warriors in boxing history quitting in the most humiliating manner possible .
sensing the reaction duran claimed he had stomach cramps caused by eating too heavily after the morning weigh-in .
but his manager carlos eleta said : ` he always eats like that before a fight .
he quit because he was embarrassed . '
duran had been a national icon in panama and there was anger on the streets at his action .
television commercials featuring him were taken off .
it took three years for duran to restore his high place in his country 's esteem .
he did so on june 16 , 1983 , his 32nd birthday , by knocking out davey moore in las vegas to win the world light-middleweight title .
rejoicing returned to the streets .
leonard would win their third fight in 1989 by a points landslide , thereby retaining the world super-middleweight title .
but sugar ray took most pride from the trilogy from forcing duran to say no mas .
he said : ` to me , making roberto duran to quit was better than knocking him out . '","The upcoming fight between Floyd Mayweather and Manny Pacquiao is anticipated to be the most significant and financially lucrative boxing match of the century. The passage then shifts focus to a historic fight between Sugar Ray Leonard and Roberto Duran, part of a series highlighting significant boxing matches. Leonard's strategy shift in the rematch, utilizing his speed and movement, led to Duran's unexpected surrender, causing a global shock and impacting Duran's reputation for years.",cohere/command-r-08-2024,0.59687,0.5643,0.35487,1,1.0,1,1,1,0.2625,0,0,0,1
"veteran actor robert hardy is selling his enormous collection of antiques in a £ 100,000 auction after deciding to downsize his home .
the star , known for appearing in all creatures great and small and playing winston churchill several times , is auctioning off more than 200 items he has collected over his career .
mr hardy , 89 , is a keen military historian who studied english with j.r.r. tolkien and is now an expert on the medieval longbow .
sale : actor robert hardy is selling off his collection of antiques including a diorama of the battle of agincourt
cabinets : a pair of early victorian items of furniture made by gillows of lancaster which are set to fetch up to £ 4,000 at the auction on saturday
portrait : a painting of mr hardy holding a longbow , reflecting his interest in medieval history
one of the most unusual items featured in the auction of his possessions is a hand-painted limewood diorama depicted the progress of the battle of agincourt in 3d .
the piece was created by artist l.m. rendall in the 1960s after being commissioned by mr hardy himself , and has an estimate of £ 4,000 to £ 6,000 .
there is also a longbow made from yew with a mother-of-pearl handle , as well as a portrait of mr hardy holding the bow , which is set to sell for up to £ 2,000 .
the actor is also selling paintings , furniture , swords , flintlock rifles , silverware and a fine collection of crystal chandeliers .
diorama : the 3d model was commissioned specially by mr hardy from artist l.m. rendall in the 1960s
close-up : the piece was rendered in amazing detail showing the progress of the battle in 1415
luxurious : a view of many of the items of furniture and other antiques which are being sold
dozens of books , some dating back to the 17th century , are included in the auction which is set to take place this saturday .
a total of 238 lots are being sold by dominic winter auctioneers at its saleroom in south cerney , gloucestershire .
mr hardy , who lives in the cotswolds , said that he was sad to sell his collection .
` downsizing and losing a great part of a treasured library makes for sadness , ' he said .
` entrusting it all to dominic winter and co has taken away much of the pain , and through them i wish anyone who comes to possess anything that was mine as much joy and pleasure as it has given me through the years . '
historical : an early 20th-century painting of alfred the great rebuilding london , by frank owen salisbury
auction : the objects are being sold at dominic winter in gloucestershire on saturday
pride : mr hardy pictured in 2012 with the longbow and other objects from his collection
he has built up the haul of antiques thanks to his interest in classic literature and military history .
mr hardy was taught by tolkien and c.s. lewis when he studied english at magdalen college , oxford , and he has published two books on the history of the longbow .
he was also consulted as an expert during the raising of the tudor shipwreck the mary rose .
mr hardy , a close friend of richard burton , worked with top actors including laurence olivier , john gielgud and judi dench during his early days as a shakespearean specialist .
he found national fame playing vet siegfried farnon in all creatures great and small , the hit bbc drama which aired between 1978 and 1990 and also starred lynda bellingham .
star : mr hardy , left , is known for his role as vet siegriein the bbc 's all creatures great and small
role : he has frequently played winston churchill in a series of television dramas
new generation : mr hardy appeared as minister for magic cornelius fudge in the harry potter films
the actor is well known for portraying winston churchill in a number of television performances , and has also played churchill 's fellow second world war leader franklin d. roosevelt .
more recently , he introduced himself to a younger generation of viewers with an appearance in the harry potter films , where he played cornelius fudge , the minister for magic .
mr hardy was forced to retire from stage acting two years ago , when he suffered a fall while playing churchill again in the audience , a west end play about the queen which starred helen mirren .
however , he has insisted that he will continue to do television work despite his advanced age .","Robert Hardy, a veteran actor known for his roles in 'All Creatures Great and Small' and as Winston Churchill, is auctioning his antique collection worth £100,000. The sale includes over 200 items, such as a diorama of the Battle of Agincourt, Victorian furniture, paintings, and medieval weapons, reflecting his passion for history. Hardy, a military historian and former student of J.R.R. Tolkien, is downsizing his home and has mixed emotions about selling his treasured items. The auction will be held by Dominic Winter Auctioneers in Gloucestershire, offering a unique opportunity for collectors.",cohere/command-r-08-2024,0.26929,0.83343,0.97444,1,1.0,1,1,1,0.93674,0,0,1,1
"west ham are discussing a deal for jamaican starlet deshane beckford after he impressed on trial .
the skilful 17-year-old forward from montego bay united was invited to train with west ham 's academy earlier this month and has impressed coaches after spending two weeks with the club .
beckford also has offers from clubs in belgium .
beckford , who has been linked with a host of european clubs , is said to be one of the hottest prospects to emerge from the caribbean .
premier league outfit west ham are closing in on the signature of jamaican starlet deshane beckford
meanwhile , west ham have revealed season tickets at the olympic stadium will cost as little as £ 289 .
the hammers will have the cheapest pricing strategy in the barclays premier league in a bid to fill the 54,000 capacity stadium when they make the switch for the 2016-17 season .","West Ham are in negotiations to sign Jamaican forward Deshane Beckford, who has attracted interest from numerous European clubs. The 17-year-old talent impressed during a trial with West Ham's academy. Additionally, West Ham has announced that season tickets for the Olympic Stadium will start at £289, aiming to fill the venue for the 2016-17 season.",cohere/command-r-08-2024,0.3403,0.96845,0.99694,1,1.0,1,1,1,0.94965,1,0,1,1
"kilmarnock interim manager gary locke has been given the role on a permanent basis after signing a three-year deal .
the former hearts boss joined the club as assistant boss to allan johnston last summer
but took control of the team when his ex-tynecastle team-mate quit at the start of february .
the 39-year-old - who will speak at a press conference on friday morning - has lost just once in seven games since taking over at rugby park .
gary locke has been given the job at kilmarnock on a permanent basis after a successful interim spell
locke shakes hands with chairman jim mann after signing a three-year deal at the club","Gary Locke, the interim manager of Kilmarnock, has been appointed as the permanent manager after a successful stint. He signed a three-year contract with the club, having initially joined as an assistant to Allan Johnston last year. Locke took over as manager in February and has since led the team to an impressive record of only one loss in seven games.",cohere/command-r-08-2024,0.93981,0.90183,0.97458,1,1.0,1,1,1,0.79604,0,0,0,1
"an aspiring model who set a honey trap to lure a professional gambler to his ` pitiless and wicked ' death in a bid to steal his winnings has been jailed for 16 years .
leonie granger , 25 , targeted playboy mehmet hassan , 56 , after spotting him flashing a roll of £ 50 notes at a casino in london 's west end .
the care assistant , from gillingham , kent , used her good looks to befriend the poker player , who showered her with gifts , cash and trips to fancy restaurants .
aspiring model leonie granger ( left ) has been jailed for 16 years at the old bailey after being found guilty of manslaughter over the death of professional gambler mehmet hassan ( right ) who she lured at a casino
granger ( pictured with mr hassan at palm beach casino in central london ) took advantage of him being a ` soft target ' , the court heard .
judge william kennedy today described the attack as ` pitiless and wicked '
but after going back to his flat with him one night she made her excuses and left the door unlocked so her boyfriend and an accomplice could get inside .
they tied up the father of three and kicked him to death as they ransacked his home to find his hidden winnings .
afterwards , they left him with multiple broken bones , lying face down in his bedroom drowning in his own blood .
following a trial at the old bailey , granger was found guilty of mr hassan 's manslaughter by a majority - but not guilty of murder .
she was sentenced to 16 years behind bars for the killing by judge william kennedy today .
co-defendants kyrron jackson , 28 , and nicholas chandler , 29 , were found guilty of murder and were jailed for life with a minimum term of 36 years .
sentencing , judge william kennedy described the attack as ` pitiless and wicked ' , adding : ` it was quite simply an act of brutality which defies reason and compassion . '
in mitigation , orlando pownall qc said granger had worked with the elderly since she was 18 and had only got involved with the plot because she was in love with jackson and ` fell in with his desires ' .
mr pownall said she now ` deeply regretted ' what had happened , adding : ` her head was turned by mr jackson who she loved and to some extent by mr chandler who was persuasive and superficially charming . '
but jailing her , the judge said she had been ` deceitful from the outset ' and had ` lost her sense and compassion ' when she got involved in the scheme .
he added that she clearly cared more for jackson than he cared for her .
granger , from gillingham , kent , used her good looks to befriend the poker player , who showered her with gifts , cash and trips to fancy restaurants .
she wept in the dock as she was convicted of manslaughter
granger and mr hassan are pictured on cctv going in to the palm beach casino in central london together
all the defendants were convicted of robbing mr hassan and conspiracy to falsely imprison him .
jackson and chandler , both of south east london , were further found guilty of two counts of plotting to rob employees of grosvenor casinos , two counts of conspiracy to have a shotgun and imitation firearm in january last year , and two counts of conspiracy to falsely imprison .
the trial had heard how mr hassan was oblivious of the sting as he wined and dined the woman he knew as rachel , even bragging to his friends that he was not paying her to be with him .
granger was found guilty by a majority of 10 to two
after their first date , granger was overheard by a taxi driver reporting back that hassan was ` flashy ' and saying : ` this guy is a professional gambler .
he has never worked a day in his life . '
on the night of the murder , mr hassan had taken granger to the top mayfair restaurant nobu before going on to the palm beach casino nearby , where he gave her £ 1,000 in cash to gamble with .
dressed in a strapless top , tight-fitting black trousers , high heels and a large gold necklace , granger was spotted by a poker supervisor kissing mr hassan ` passionately ' and she told the pair to ` get a room ' .
later , he took her back to his islington flat where she made her excuses and left in a taxi - but not before letting in her boyfriend jackson and his friend chandler , who were poised to strike outside .
using parcel tape , the two men tied up mr hassan in his bedroom then kicked him to death and ransacked his home as they searched for his stash of cash .
while mr hassan 's beaten and bloody body lay undiscovered , the killers were filmed on granger 's mobile phone throwing wads of £ 50 notes around .
they fled with £ 3,000 , his tv and mobile phone , but were caught after granger 's phone records were examined .
granger 's co-defendants kyrron jackson , 28 , ( left ) and nicholas chandler , 29 , ( right ) , both from south east london , have both been convicted of murdering mr hassan and are to be sentenced in due course
granger ( left ) helped kyrron jackson ( centre ) and nicholas chandler ( right ) rob and kill gambler mr hassan
police found mr hassan lying in a pool of blood after his family had raised the alarm .
his knees and ankles were bound and there was a shoe print on his cheek .
investigators found he had suffered a ` vicious and sustained attack ' -- probably as his killers demanded to know where he hid his money .
granger 's ` soft target ' was known to have two favourite casinos in mayfair - the playboy casino on old park lane and the palm beach casino in berkeley street .
he sometimes won as much as £ 15,000 at a time and rather than using bank accounts , he would keep his winnings around his flat , even keeping thousands of pounds in his microwave .
the fact the divorced father ` enjoyed the company of women ' made him particularly ` vulnerable to the unscrupulous ' , prosecutor crispin aylett qc told jurors .
chandler is pictured throwing around £ 54 notes around which he stole from mr hassan after killing him
he said mr hassan 's death was the ` culmination of the ruthless greed ' of jackson and chandler who had been involved in two armed robberies at the same casino in south kensington in january and february last year , but with limited success .
the jury was shown cctv film of the dramatic raids as well as clips of granger and mr hassan together in the casino hours before the killing .
they were also played a short clip of the three defendants literally throwing the victim 's money around hours after the murder , with jackson wearing a gas mask and stuffing a fist full of notes into his underpants .
speaking after their convictions last week , mr hassan 's family said his death will ` haunt them forever ' .
his daughter stephanie hassan added : ` every day we miss him and we love him . '","Leonie Granger, an aspiring model, was sentenced to 16 years in prison for luring professional gambler Mehmet Hassan to his death. Granger befriended Hassan, who showered her with gifts and money, but then conspired with her boyfriend and an accomplice to rob and kill him. They broke into Hassan's flat, tied him up, and brutally kicked him to death, leaving him with multiple broken bones. Granger was found guilty of manslaughter, while her co-defendants were convicted of murder and received life sentences. The court described the attack as 'pitiless and wicked,' emphasizing the deceit and brutality of the crime.",cohere/command-r-08-2024,0.29698,0.94131,0.98696,1,1.0,1,1,1,0.96522,0,0,1,1
"bolton-born boxer amir khan spent his friday alongside some fellow natural born fighters as he enjoyed a family trip to a safari park in northern california .
khan posed alongside , and also fed , a rare but dangerous white tiger as well posing with stunning giraffes and sea lions at six flags discovery kingdom .
the 28-year-old was joined by his wife faryal makhdoom khan as well as his daughter lamysa as they all enjoyed some time off .
bolton-born boxer amir khan enjoyed a day a safari park with his family in northern california
khan and his wife and daughter pose with a giraffe as they enjoy a family day at the adventure park
khan feeds a rare white tiger during his time at the american adventure park in california
earlier this week khan ended speculation over his next opponent by announcing he will fight former light-welterweight world champion chris algieri on may 30 .
khan had come under increasing pressure to take on british rival and ibf welterweight champion kell brook in june .
however , khan , who was also linked with bouts against adrien broner and keith thurman , said he was already deep in negotiations to fight somebody else .
khan ( left ) has announced his next fight will be against chris algieri at welterweight on may 30","Amir Khan, a British boxer, visited a safari park in Northern California with his family, including his wife Faryal and daughter Lamysa. They enjoyed various animal encounters, such as posing with giraffes and feeding a rare white tiger. Khan recently confirmed his upcoming fight against Chris Algieri, a former light-welterweight world champion, on May 30, despite speculation about potential matches with other opponents, including Kell Brook and Adrien Broner.",cohere/command-r-08-2024,0.85736,0.95819,0.95783,1,1.0,1,1,1,0.94954,0,0,0,1
"hong kong ( cnn ) six people were hurt after an explosion at a controversial chemical plant in china 's southeastern fujian province sparked a huge fire , provincial authorities told state media .
the plant , located in zhangzhou city , produces paraxylene ( px ) , a reportedly carcinogenic chemical used in the production of polyester films and fabrics .
the blast occurred at an oil storage facility monday night after an oil leak , though local media has not reported any toxic chemical spill .
five out of six people were injured by broken glass and have been sent to the hospital for treatment , xinhua news agency reported .
more than 600 firefighters were sent to battle the blaze and the fire is now under control , the zhangzhou fire department wrote on their official microblogging account tuesday morning .
residents living close to the plant had heard the explosion and took to weibo to post photos of the fire .
one user wrote that he heard a loud blast and felt slight tremors .
the plant was hit by another explosion in july 2013 , although there were no reports of casualties or toxic leaks at the time .
though demonstrations are illegal in china , the construction of px plants has sparked protests , which have occasionally turned violent , in several cities in recent years .
the zhangzhou plant was slated for xiamen -- a densely populated city in the southeast of the country .
however , it provoked an angry backlash in 2007 due to pollution concerns and prompted the local government to relocate the factory to its current , more remote location .","An explosion at a chemical plant in China's Fujian province injured six people and caused a large fire. The plant produces paraxylene (PX), a potentially carcinogenic substance. The blast occurred at an oil storage facility due to an oil leak, but no toxic chemical spill was reported. Five of the injured were hurt by broken glass and hospitalised. Over 600 firefighters controlled the blaze. The plant has a history of protests due to pollution concerns, and a previous explosion in 2013.",cohere/command-r-08-2024,0.99849,0.97202,0.99139,1,1.0,1,1,1,0.88925,0,0,1,1
"( cnn ) bobbi kristina brown , the daughter of bobby brown and whitney houston , has "" global and irreversible brain damage , "" according to her grandmother .
though the 22-year-old is no longer in a medically induced coma , she remains unresponsive , cissy houston said in a statement monday after visiting her granddaughter .
"" meeting with the doctors and understanding that she can live in this condition for a lifetime truly saddens me , "" houston said .
"" we can only trust in god for a miracle at this time . ""
houston 's statement matched that from a source with knowledge of brown 's condition , who told cnn on monday that she remained in the same neurological state she has been in for nearly three months .
she does not respond to visitors or familiar voices , and her eyes do not follow a person around the room , the source told cnn .
she also has a tracheostomy in her throat , the source said .
the reports come two days after brown 's father , bobby brown , said his daughter 's condition had improved .
"" i can say today , bobbi is awake .
she 's watching me , "" brown told the audience at dallas ' verizon theatre .
in a statement monday , an attorney for the brown family said that bobbi kristina brown 's condition has improved but that the kind of life she will lead remains to be seen .
"" doctors have indicated that she will have a long life , "" attorney christopher brown said .
"" however , bobbi kristina is presently embarking on a rehabilitation process , and the quality of her life will not be known for years to come . ""
who 's who in the bobbi kristina brown case ?
bobby brown was in an "" emotional state "" on stage when he made the remarks about his daughter being awake , according to the statement .
"" she has made it out of icu , opened her eyes and started a rehabilitation that will be long and hard , "" said bobby brown 's wife , alicia etheredge-brown .","Bobbi Kristina Brown, the daughter of Bobby Brown and Whitney Houston, is reported to have severe and permanent brain damage, according to her grandmother, Cissy Houston. Despite no longer being in a medically induced coma, Bobbi Kristina remains unresponsive and her condition has not improved significantly. This contradicts a recent statement by her father, Bobby Brown, who claimed she was awake and watching him during a performance. Bobby Brown's wife, Alicia Etheredge-Brown, added that Bobbi Kristina has left the ICU and begun a lengthy rehabilitation process. The family's attorney, Christopher Brown, confirmed that her condition has improved but the quality of her life is uncertain and will take years to determine.",cohere/command-r-08-2024,0.35867,0.86868,0.95106,1,1.0,1,1,1,0.89505,0,0,1,1
"at the grand old age of 75 , jack nicklaus is still capable of hitting aces .
the golden bear added another magic moment to his storied career at augusta national in the par-3 contest .
stepping up to the tee on the 130-yard fourth , the greatest golfer of all time saw his shot sail beyond the flag before spinning back into the hole .
jack nicklaus gave the crowd something to cheer with a hole in one on the fourth during the par-3 contest
nicklaus holds up his ball to an adoring crowd as gary player ( left ) and ben crenshaw salute the great
crenshaw and nicklaus fist pump following his ace on the 130-yard hole at augusta national
nicklaus was playing alongside gary player and ben crenshaw as the first roar of masters week filled the skies in a sunswept georgia .
` i had an interview this morning , and i said "" well , all i 've got to do is go out and win the par-3 and make a hole and one "" , and i make a hole in one , ' nicklaus said afterwards .
the ace was nicklaus ' first on the hallowed turf of augusta , but the veteran saw his achievement eclipsed by that of camilo villegas on a day which saw five hole-in-ones , levelling the record from 2002 .
the colombian followed nicklaus with an ace on the fourth and also managed one on the eighth , but he could n't quite land the title , losing out to world no 74 kevin streelman in a play-off .
nicklaus became the youngest person to wear a green jacket in 1963 , and collected his sixth in 1986 .
he is one of five men to complete the career grand slam , an accolade which favourite rory mcilroy can achieve if he wins his third major in succession .","Jack Nicklaus, aged 75, achieved a remarkable hole-in-one during the Par-3 contest at Augusta National, adding to his legendary golf career. This feat was witnessed by fellow golfers Gary Player and Ben Crenshaw. Nicklaus' achievement was one of five hole-in-ones that day, but he was outshone by Camilo Villegas, who made two. Nicklaus, the youngest Masters winner in 1963 and a six-time champion, is part of an elite group to achieve the career Grand Slam, a feat that Rory McIlroy could emulate with a win.",cohere/command-r-08-2024,0.6793,0.62918,0.40506,1,1.0,1,1,1,0.44408,0,0,0,1
"a species of whale that was feared to be extinct has been found washed up on a west australian beach , giving scientists an opportunity to learn more about the mammal .
the omura 's whale was discovered on a remote exmouth beach , at the tip of the state 's north west cape , after tropical cyclone olwyn tore through the area last month .
it is the first sighting of the species in wa and only the second in australia .
identifying the 5.68 m juvenile female was at first difficult for department of parks and wildlife staff , who eventually confirmed it was an omura 's whale with dna profiling .
an omura 's whale was discovered on a remote exmouth beach in wa ( pictured ) .
it left authorities confused as they struggled to identify the rare species
environment minister albert jacob said the find was ` highly significant ' for whale scientists because very little was known about the species .
` omura 's whale was only described in scientific journals for the first time in 2003 and is apparently restricted to tropical and subtropical waters , ' he said .
` the knowledge we gain from this whale will help to improve field identification guides to better understand the whale 's regional distribution . '
the species is usually found in indonesian waters , the philippines and the sea of japan .
omura 's whales have a sleek body shape and several unique skeletal features , including 53 vertebrae and four digits on each pectoral fin .
the carcass has been buried and the skeleton will be recovered in a few years for further scientific investigation and possibly for public display in museums .
the omura 's is usually found in indonesian waters , the philippines and the sea of japan
the whale has a sleek body shape and several unique skeletal features , including 60 vertebrae","A rare Omura's whale, previously thought to be extinct, was discovered on a beach in Western Australia after a cyclone. This is a significant find as it is the first sighting in the state and only the second in Australia. The juvenile female was initially difficult to identify due to its rarity, but DNA profiling confirmed the species. The whale is of great interest to scientists as it was only recently described in 2003, and little is known about its biology and distribution. The species is typically found in tropical and subtropical waters, and its unique features include a sleek body, 53-60 vertebrae, and four digits on each pectoral fin. The skeleton will be recovered for scientific study and potential public display.",cohere/command-r-08-2024,0.99652,0.81847,0.93606,1,1.0,1,0,1,0.9438,0,1,1,1
"veteran actor robert hardy is selling his enormous collection of antiques in a £ 100,000 auction after deciding to downsize his home .
the star , known for appearing in all creatures great and small and playing winston churchill several times , is auctioning off more than 200 items he has collected over his career .
mr hardy , 89 , is a keen military historian who studied english with j.r.r. tolkien and is now an expert on the medieval longbow .
sale : actor robert hardy is selling off his collection of antiques including a diorama of the battle of agincourt
cabinets : a pair of early victorian items of furniture made by gillows of lancaster which are set to fetch up to £ 4,000 at the auction on saturday
portrait : a painting of mr hardy holding a longbow , reflecting his interest in medieval history
one of the most unusual items featured in the auction of his possessions is a hand-painted limewood diorama depicted the progress of the battle of agincourt in 3d .
the piece was created by artist l.m. rendall in the 1960s after being commissioned by mr hardy himself , and has an estimate of £ 4,000 to £ 6,000 .
there is also a longbow made from yew with a mother-of-pearl handle , as well as a portrait of mr hardy holding the bow , which is set to sell for up to £ 2,000 .
the actor is also selling paintings , furniture , swords , flintlock rifles , silverware and a fine collection of crystal chandeliers .
diorama : the 3d model was commissioned specially by mr hardy from artist l.m. rendall in the 1960s
close-up : the piece was rendered in amazing detail showing the progress of the battle in 1415
luxurious : a view of many of the items of furniture and other antiques which are being sold
dozens of books , some dating back to the 17th century , are included in the auction which is set to take place this saturday .
a total of 238 lots are being sold by dominic winter auctioneers at its saleroom in south cerney , gloucestershire .
mr hardy , who lives in the cotswolds , said that he was sad to sell his collection .
` downsizing and losing a great part of a treasured library makes for sadness , ' he said .
` entrusting it all to dominic winter and co has taken away much of the pain , and through them i wish anyone who comes to possess anything that was mine as much joy and pleasure as it has given me through the years . '
historical : an early 20th-century painting of alfred the great rebuilding london , by frank owen salisbury
auction : the objects are being sold at dominic winter in gloucestershire on saturday
pride : mr hardy pictured in 2012 with the longbow and other objects from his collection
he has built up the haul of antiques thanks to his interest in classic literature and military history .
mr hardy was taught by tolkien and c.s. lewis when he studied english at magdalen college , oxford , and he has published two books on the history of the longbow .
he was also consulted as an expert during the raising of the tudor shipwreck the mary rose .
mr hardy , a close friend of richard burton , worked with top actors including laurence olivier , john gielgud and judi dench during his early days as a shakespearean specialist .
he found national fame playing vet siegfried farnon in all creatures great and small , the hit bbc drama which aired between 1978 and 1994 and also starred lynda bellingham .
star : mr hardy , left , is known for his role as vet siegriein the bbc 's all creatures great and small
role : he has frequently played winston churchill in a series of television dramas
new generation : mr hardy appeared as minister for magic cornelius fudge in the harry potter films
the actor is well known for portraying winston churchill in a number of television performances , and has also played churchill 's fellow second world war leader franklin d. roosevelt .
more recently , he introduced himself to a younger generation of viewers with an appearance in the harry potter films , where he played cornelius fudge , the minister for magic .
mr hardy was forced to retire from stage acting two years ago , when he suffered a fall while playing churchill again in the audience , a west end play about the queen which starred helen mirren .
however , he has insisted that he will continue to do television work despite his advanced age .","Robert Hardy, an 89-year-old veteran actor and military historian, is auctioning off his extensive collection of antiques, valued at £100,000. The collection includes over 200 items, such as a diorama of the Battle of Agincourt, Victorian furniture, paintings, swords, rifles, silverware, and chandeliers. Hardy, known for his roles in 'All Creatures Great and Small' and as Winston Churchill, has a passion for military history and classic literature, which influenced his antique collection. The auction will be held by Dominic Winter Auctioneers in Gloucestershire, featuring 238 lots, including rare books and historical items.",cohere/command-r-08-2024,0.33671,0.97161,0.99632,1,1.0,1,1,1,0.9764,0,0,1,1
"the city of eugene in the united states has been awarded the rights to host the 2021 iaaf world championships .
the decision was taken by the international association of athletics federations council , who decided to bypass the usual bidding process because of what it saw as a ` unique strategic opportunity to host the iaaf world championships for the first time in the usa ' .
eugene failed last november in its bid to host the 2019 event , which was instead awarded to doha , but a recent presentation to the iaaf persuaded the governing body the city has what it takes to stage a world championships .
eugene in the united states has been awarded the rights to host the 2021 iaaf world championships
qatar captial doha , home to the aspire dome , beat eugene to host the 2019 event
` in granting the championships to eugene the iaaf council have made a clear choice on a strategic decision that enables us to take advantage of a unique opportunity that may never arise again , whereby public authorities , the private sector , the national olympic committee , nbc and a particularly enthusiastic public are joining forces , ' iaaf president lamine diack said in a statement .
` although this decision departs from the usual procedure , i am delighted that my council colleagues understood the enormous opportunity presented to us to access a key market and have taken a decision in the interest of the global development of our sport . '
the 2007 world championships held in osaka , japan was also awarded without a bidding process .
mo farah won gold in the men 's 10000 metres during the 2016 iaaf world athletics championships in moscow","The city of Eugene, USA, has been chosen to host the 2021 IAAF World Championships, bypassing the usual bidding process. This decision was made by the IAAF Council to seize a strategic opportunity to bring the event to the USA for the first time. Eugene previously lost the bid for the 2019 event to Doha, Qatar, but a recent presentation convinced the IAAF of the city's capabilities. The IAAF President highlighted the unique collaboration between various stakeholders and the chance to access a key market. This is not the first time the Championships have been awarded without a bidding process, as the 2007 event in Osaka, Japan, was also granted in a similar manner.",cohere/command-r-08-2024,0.23658,0.96007,0.99056,1,1.0,1,1,1,0.95267,1,0,0,1
"west ham are discussing a deal for jamaican starlet deshane beckford after he impressed on trial .
the skilful 17-year-old forward from montego bay united was invited to train with west ham 's academy earlier this month and has impressed coaches after spending two weeks with the club .
beckford also has offers from clubs in belgium .
beckford , who has been linked with a host of european clubs , is said to be one of the hottest prospects to emerge from the caribbean .
premier league outfit west ham are closing in on the signature of jamaican starlet deshane beckford
meanwhile , west ham have revealed season tickets at the olympic stadium will cost as little as £ 289 .
the hammers will have the cheapest pricing strategy in the barclays premier league in a bid to fill the 54,000 capacity stadium when they make the switch for the 2016-20 season .","West Ham United are in negotiations to sign Jamaican forward Deshane Beckford, who has attracted interest from various European clubs due to his impressive trial at the club's academy. Beckford, aged 17, is considered a top prospect from the Caribbean. Additionally, West Ham has announced that season tickets for the Olympic Stadium will start from £289, aiming to fill the venue's 54,000 capacity for the 2016-2020 season with the lowest ticket prices in the Premier League.",cohere/command-r-08-2024,0.19949,0.95213,0.99306,1,1.0,1,1,1,0.96632,1,0,1,1
